trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.18, 'e': 0.1589427091997875}",30,20,18.55179980769909,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.18, 'e': 0.15735328210778962}",20,10,8.509522646823868,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.18, 'e': 0.15577974928671173}",25,10,25.754077446962878,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.18, 'e': 0.15422195179384462}",20,8,14.431849929593541,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.18, 'e': 0.15267973227590617}",20,9,-46.10648038422788,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
189,False,"{'a': 0.18, 'e': 0.1511529349531471}",20,15,3.4358176825293505,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.18, 'e': 0.14964140560361563}",20,0,19.258246455502217,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
191,False,"{'a': 0.18, 'e': 0.14814499154757946}",30,18,-22.38042890919542,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
192,False,"{'a': 0.18, 'e': 0.14666354163210368}",25,13,13.007572475858938,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.18, 'e': 0.14519690621578263}",20,8,17.95696948089782,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.18, 'e': 0.1437449371536248}",20,0,30.82645247687054,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
195,False,"{'a': 0.18, 'e': 0.14230748778208857}",20,0,33.244698194821545,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
196,False,"{'a': 0.18, 'e': 0.14088441290426768}",20,2,21.496026664766184,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.18, 'e': 0.139475568775225}",20,0,27.430908549281508,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
198,False,"{'a': 0.18, 'e': 0.13808081308747275}",20,0,30.369156124742748,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
199,False,"{'a': 0.18, 'e': 0.136700004956598}",20,0,6.129760646891644,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
200,False,"{'a': 0.18, 'e': 0.13533300490703204}",30,15,15.958908506311165,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.18, 'e': 0.13397967485796172}",20,11,17.343668869834847,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.18, 'e': 0.1326398781093821}",25,19,9.269720527924271,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.18, 'e': 0.13131347932828827}",30,7,-57.098484969485156,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 1}",1
204,False,"{'a': 0.18, 'e': 0.1300003445350054}",25,2,35.87583128295785,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.18, 'e': 0.12870034108965533}",20,4,6.806753428960165,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
206,False,"{'a': 0.18, 'e': 0.1274133376787588}",25,0,39.11514920488337,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
207,False,"{'a': 0.18, 'e': 0.12613920430197118}",20,16,8.253352490209156,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.18, 'e': 0.12487781225895148}",20,0,22.644423479447315,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
209,False,"{'a': 0.18, 'e': 0.12362903413636196}",25,7,22.261637334440504,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.18, 'e': 0.12239274379499834}",25,10,1.3328089444488957,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
211,False,"{'a': 0.18, 'e': 0.12116881635704835}",25,8,19.624907216917034,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.18, 'e': 0.11995712819347787}",20,9,20.973470654789935,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.18, 'e': 0.11875755691154309}",25,12,25.186724616692864,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.18, 'e': 0.11756998134242766}",20,10,-46.84955921611817,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
215,False,"{'a': 0.18, 'e': 0.11639428152900338}",20,3,30.98928343334447,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.18, 'e': 0.11523033871371334}",20,11,17.491025172103882,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.18, 'e': 0.11407803532657622}",20,13,11.775521987585783,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.18, 'e': 0.11293725497331045}",20,2,25.36447749106348,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.18, 'e': 0.11180788242357734}",25,19,9.731440245949324,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.18, 'e': 0.11068980359934157}",20,13,13.74037580834956,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.18, 'e': 0.10958290556334815}",20,0,-26.605980713273617,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
222,False,"{'a': 0.18, 'e': 0.10848707650771466}",25,14,16.639345040647257,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.18, 'e': 0.10740220574263752}",30,15,27.88994625607494,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.18, 'e': 0.10632818368521114}",20,0,16.572224596145066,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
225,False,"{'a': 0.18, 'e': 0.10526490184835903}",30,11,28.031435129147923,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.18, 'e': 0.10421225282987544}",35,11,44.09080568833753,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.18, 'e': 0.10317013030157668}",20,10,0.494134548062491,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.18, 'e': 0.10213842899856092}",30,18,13.094801179489334,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.18, 'e': 0.10111704470857531}",35,19,23.995264729937684,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.18, 'e': 0.10010587426148955}",20,9,19.808907867552506,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.18, 'e': 0.09910481551887466}",25,0,17.06355990510909,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
232,False,"{'a': 0.18, 'e': 0.0981137673636859}",30,0,23.511198328223855,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
233,False,"{'a': 0.18, 'e': 0.09713262969004906}",20,11,14.577180720750441,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.18, 'e': 0.09616130339314856}",20,8,8.089231848289987,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.18, 'e': 0.09519969035921708}",25,13,11.319588040920841,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.18, 'e': 0.0942476934556249}",20,0,19.891518902866803,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
237,False,"{'a': 0.18, 'e': 0.09330521652106866}",30,0,25.91035673167248,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
238,False,"{'a': 0.18, 'e': 0.09237216435585796}",20,0,31.837959573163463,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
239,False,"{'a': 0.18, 'e': 0.09144844271229938}",30,13,26.428847126915795,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.18, 'e': 0.0905339582851764}",30,19,12.927064536112848,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.18, 'e': 0.08962861870232462}",25,11,26.869516939486587,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.18, 'e': 0.08873233251530138}",30,20,9.830636486039623,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.18, 'e': 0.08784500919014836}",20,0,-17.231100658825493,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
244,False,"{'a': 0.18, 'e': 0.08696655909824688}",20,13,12.9487409493819,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.18, 'e': 0.0860968935072644}",25,7,-17.61414686317708,"{0: 16, 1: 0, 2: 0, 3: 2, 4: 0}",1
246,False,"{'a': 0.18, 'e': 0.08523592457219176}",25,14,24.15605632816515,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.18, 'e': 0.08438356532646984}",25,4,32.54548279000381,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.18, 'e': 0.08353972967320515}",30,12,-8.38810329764098,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
249,False,"{'a': 0.18, 'e': 0.0827043323764731}",20,6,24.694175973017956,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.18, 'e': 0.08187728905270836}",20,0,8.921316792189238,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
251,False,"{'a': 0.18, 'e': 0.08105851616218128}",25,17,-24.37686134268258,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
252,False,"{'a': 0.18, 'e': 0.08024793100055946}",20,0,-10.783268650943716,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
253,False,"{'a': 0.18, 'e': 0.07944545169055386}",20,6,27.382845441414034,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.18, 'e': 0.07865099717364833}",25,0,25.66906504748484,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
255,False,"{'a': 0.18, 'e': 0.07786448720191184}",20,0,31.372635710276846,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
256,False,"{'a': 0.18, 'e': 0.07708584232989273}",20,9,18.961655942532325,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.18, 'e': 0.0763149839065938}",20,6,-16.70610018055082,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
258,False,"{'a': 0.18, 'e': 0.07555183406752786}",20,1,20.91616104145626,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.18, 'e': 0.07479631572685258}",30,16,24.71521230087308,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.18, 'e': 0.07404835256958406}",25,10,25.36062562233569,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.18, 'e': 0.07330786904388821}",25,0,20.1335103762492,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
262,False,"{'a': 0.18, 'e': 0.07257479035344933}",35,11,-43.69463291535237,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 2}",1
263,False,"{'a': 0.18, 'e': 0.07184904244991484}",20,9,21.738801186226272,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.18, 'e': 0.07113055202541568}",25,3,17.017680630228327,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.18, 'e': 0.07041924650516153}",35,22,21.38182741049517,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.18, 'e': 0.06971505404010991}",20,0,22.398261062898204,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
267,False,"{'a': 0.18, 'e': 0.06901790349970881}",25,15,12.863146900584624,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.18, 'e': 0.06832772446471172}",25,7,-22.708192426357858,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
269,False,"{'a': 0.18, 'e': 0.0676444472200646}",25,15,17.27505860068663,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.18, 'e': 0.06696800274786396}",25,0,40.440020616549425,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
271,False,"{'a': 0.18, 'e': 0.06629832272038531}",25,13,10.188558994814436,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.18, 'e': 0.06563533949318147}",20,8,20.363120623319688,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.18, 'e': 0.06497898609824965}",20,13,9.804972505936599,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.18, 'e': 0.06432919623726716}",20,7,-20.25322618475582,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
275,False,"{'a': 0.18, 'e': 0.06368590427489448}",20,0,-12.574334694210728,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
276,False,"{'a': 0.18, 'e': 0.06304904523214554}",30,19,-34.32351720125524,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
277,False,"{'a': 0.18, 'e': 0.06241855477982408}",25,11,25.19319440567458,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.18, 'e': 0.06179436923202584}",25,2,36.79170862319119,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.18, 'e': 0.06117642553970558}",25,11,26.978890784942884,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.18, 'e': 0.06056466128430853}",30,13,32.20037153366962,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.18, 'e': 0.05995901467146544}",20,0,29.540862489660487,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
282,False,"{'a': 0.18, 'e': 0.059359424524750785}",20,15,7.54941395434405,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.18, 'e': 0.05876583027950327}",30,8,37.9946329126306,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.18, 'e': 0.05817817197670824}",30,2,17.879608916558585,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 0}",1
285,False,"{'a': 0.18, 'e': 0.05759639025694116}",25,17,1.0137445463055443,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.18, 'e': 0.057020426354371746}",20,16,6.906929734738545,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.18, 'e': 0.05645022209082803}",30,19,23.96410204526694,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.18, 'e': 0.05588571986991975}",20,0,28.50881047631393,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
289,False,"{'a': 0.18, 'e': 0.05532686267122055}",35,25,17.444419034756557,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.18, 'e': 0.05477359404450834}",35,2,52.60651665425839,"{0: 33, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.18, 'e': 0.05422585810406326}",25,0,31.94010611476641,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
292,False,"{'a': 0.18, 'e': 0.05368359952302263}",20,0,29.113516789860846,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
293,False,"{'a': 0.18, 'e': 0.0531467635277924}",35,22,26.96679932298141,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.18, 'e': 0.05261529589251448}",20,8,8.718741340364204,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.18, 'e': 0.05208914293358933}",25,15,12.003112366321705,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.18, 'e': 0.05156825150425344}",25,10,10.377672739029661,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.18, 'e': 0.0510525689892109}",20,9,21.1682807151179,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.18, 'e': 0.050542043299318794}",20,6,22.208225188177916,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.18, 'e': 0.050036622866325604}",25,18,12.81227729486477,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.18, 'e': 0.04953625663766235}",20,12,15.17659485355115,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",25,11,22.40045461569279,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,6,20.245913333801255,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",20,14,12.53828707534333,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",30,16,27.738499197589018,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,10,25.480597031579236,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,8,21.99135494875942,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,3,29.194741331451002,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",20,9,20.07460082126705,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",20,16,8.58784882626929,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",20,6,25.107746831631914,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
